English Word,True Transliteration,Predicted Transliteration
kaalpi,कालपी,काल्पी
kalapi,कालपी,कलापी
kalpi,कालपी,कल्पी
kalika,कालिका,कालीका
kalighat,कालीघाट,कालीघाट
coldvel,काल्डवेल,कोलदवेल
kaldvel,काल्डवेल,कालद्वेल
kaldwell,काल्डवेल,कालद्वेल
kaav,काव,काव
kav,काव,कव
kaasht,काश्त,काष्ट
kasht,काश्त,काष्ठ
kasim,कासिम,कसीम
qasim,कासिम,कासिम
kasimabad,कासिमाबाद,कसीमाबाद
kiya,किया,किया
kiliyan,किलियन,किलिया
killat,किल्लत,किल्लट
killi,किल्ली,किली
kisaani,किसानी,किसानी
kisani,किसानी,किसनी
kisanon,किसानों,किसनों
keede,कीड़े,कीड
kide,कीड़े,कीड
keynote,कीनोट,केनोट
kinote,कीनोट,किनोट
kiratpur,कीरतपुर,किरातपुर
kundal,कुंडल,कुंडल
kundaliya,कुंडलियाँ,कुंडलिया
kundaliyan,कुंडलियाँ,कुंडलियां
kutta,कुत्ता,कुत्टा
kuposhit,कुपोषित,कुपोषित
kumau,कुमाऊ,कुमाऊ
kumavat,कुमावत,कुमावत
kumawat,कुमावत,कुमावत
kural,कुराल,कुराल
kurmi,कुर्मी,कूर्मी
kursiyon,कुर्सियों,कुर्सियों
kush,कुश,कुश
kushaan,कुषाण,कुशान
kushan,कुषाण,कुशान
kusumalataa,कुसुमलता,कुसुमालता
kusumalta,कुसुमलता,कुसुमालता
kusumlata,कुसुमलता,कुसुल्लता
koot,कूट,कूट
kut,कूट,कूट
kritika,कृतिका,कृतिका
kpo,केपीओ,केपीओ
canterbari,कैंटरबरी,कैंटरबारी
canterbury,कैंटरबरी,कैंटरबरी
candidate,कैंडिडेट,कैंडीडेट
katrina,कैटरीना,कातरिना
caitlyn,कैटलिन,कैटलिन
cateline,कैटलिन,कैटेलाइन
catlin,कैटलिन,कैटलिन
cadmium,कैडमियम,कैडमियम
catholic,कैथोलिक,कैथलिक
catholicon,कैथोलिकों,कैथलिकन
kaetholikon,कैथोलिकों,कैथोलिकों
capacitor,कैपेसिटर,कैपाइटर
carat,कैरेट,कारत
cavity,कैविटी,केविटी
cavalry,कैवेलरी,कैवल्र्य
kaivelari,कैवेलरी,क्रवेलरी
complex,कॉम्प्लेक्स,कंप्लेक्स
kocchi,कोच्चि,कोची
kochi,कोच्चि,कोची
corridor,कोरिडोर,कॉरिडोर
corolla,कोरोला,कोरोल्ला
korola,कोरोला,कोरोला
caolan,कोलन,कॉलन
colan,कोलन,कोलन
colon,कोलन,कॉलोन
calling,कोलिंग,कॉलिंग
koling,कोलिंग,कोलिंग
colorado,कोलोराडो,कलराडो
kolorado,कोलोराडो,कोलराडो
kaushal,कौशल,कौशल
kaushalata,कौशलता,कौशलता
kaushalta,कौशलता,कौशलता
kaushambi,कौशाम्बी,कौशंबी
cute,क्यूट,कूटे
quete,क्यूट,क्वेट
cube,क्यूब,क्यूब
cubeck,क्यूबेक,क्येक
quebec,क्यूबेक,क्वेबेक
cubes,क्यूब्स,क्यूज
krantiyon,क्रांतियों,क्रांतियों
cric,क्रिक,क्रिक
crick,क्रिक,क्रिक
cricket,क्रिकेट,क्रिकेट
cricketer,क्रिकेटर,क्रिकेटर
cricketing,क्रिकेटिंग,क्रिकेटिंग
kriyayog,क्रियायोग,क्रियायोग
christian,क्रिश्चयन,क्रिश्चियन
kruger,क्रूगर,क्रूजर
craig,क्रेग,क्रैग
creg,क्रेग,क्रेग
cradle,क्रैडल,क्रैडल
chrom,क्रोम,क्रोम
chrome,क्रोम,क्रोम
client,क्लांइट,क्लाइंट
clock,क्लाक,क्लॉक
clasen,क्लासें,क्लासेन
classen,क्लासें,क्लासन
classon,क्लासों,क्लासन
clay,क्ले,क्ले
claris,क्लेरिस,क्लारिस
cleris,क्लेरिस,क्लेरिस
clerys,क्लेरिस,क्लेर्जिस
quantico,क्वांटिको,क्वांटिको
queens,क्वींस,क्वींस
kshitij,क्षितिज,क्षितिज
shitij,क्षितिज,शीतिज
kshin,क्षीण,क्षीन
shin,क्षीण,शिन
kshetron,क्षेत्रों,क्षेत्रों
shetron,क्षेत्रों,क्षेत्रों
khand,खंडा,खंड
khanda,खंडा,खंडा
khachakhach,खचाखच,खचाखाछ
khajarana,खजराना,खजाराना
khajraana,खजराना,खजराना
khajrana,खजराना,खजराना
khatakati,खटकती,खटकती
khatakti,खटकती,खटकती
kihatkati,खटकती,किहातकती
khattapan,खट्टापन,खट्तापन
khat,खत,खट
khani,खनि,खानी
khanik,खनिक,खानिक
khanikarm,खनिकर्म,खनीकर्म
khanikarma,खनिकर्म,खनीकर्म
khanikarmi,खनिकर्म,खनीकर्मी
khapat,खपत,खपाट
khariya,खरिया,खरिया
khalnayak,खलनायक,खलनायक
khaaskar,ख़ासकर,खासकर
khaskar,ख़ासकर,खसकर
khaastaur,ख़ासतौर,खासतौर
khastaur,ख़ासतौर,खासतौर
khaibar,ख़ैबर,खैबर
khyber,ख़ैबर,खैबर
khaein,खाएं,खाएं
khaen,खाएं,खाएं
khayen,खाएं,खायें
khaate,खाते,खाते
khaatey,खाते,खाते
khate,खाते,खटे
khal,खाल,खाल
khinchakar,खिंचकर,खिंचकर
khinchkar,खिंचकर,खींचकर
khilana,खिलाना,खिलना
khinchkar,खींचकर,खींचकर
khuda,खुदा,खुड़ा
khudai,खुदाई,खुदाई
khurapka,खुरपका,खुरप्का
khurpaka,खुरपका,खुरपका
khurasan,खुरासान,खुरसन
khushiyan,खुशियां,खुश्यियां
khene,खेने,खेने
khaini,खैनी,खैनी
khairati,खैराती,खैरती
khoikhoi,खोईखोई,खोईखोई
khoya,खोया,खोया
gangrel,गंगरेल,गंग्रेल
gangaajal,गंगाजल,गंगाजल
gangajal,गंगाजल,गंगाजल
gandaki,गंडकी,गंदाकी
gandki,गंडकी,गंदी
gandh,गंध,गांध
gandha,गंध,गांधा
gae,गए,गाई
gaye,गए,गाये
gajara,गजरा,गाजरा
gajra,गजरा,गजरा
gadkar,गडकर,गड़कर
ganapati,गणपति,गणपती
ganpati,गणपति,गणपती
gatisheel,गतिशील,गतिशील
gatishil,गतिशील,गतिशील
gatishilata,गतिशीलता,गतिशीलता
gadadhar,गदाधर,गदाधार
gammat,गम्मत,गम्मत
gaya,गया,गाया
garibi,गरीबी,गरीबी
garjana,गर्जना,गरजना
galgand,गलगंड,गलगांड
gahmagahmi,गहमागहमी,गहमागहमी
gemhagehmi,गहमागहमी,गेमागेहमी
ganguly,गांगुली,गंगुली
gaanth,गांठ,गांठ
ganth,गांठ,गांठ
gaanthe,गांठे,गांठे
ganthe,गांठे,गंठे
ganthen,गांठें,गंठें
ganthon,गांठों,गंतों
gaen,गाएं,गाएं
gayen,गाएं,गायें
gazi,गाज़ी,गाज़ी
gajipur,गाजीपुर,गाज़ीपुर
gazipur,गाजीपुर,गाज़ीपुर
gayatri,गायत्री,गायत्री
gayitri,गायत्री,गायित्री
gaytri,गायत्री,गायत्री
gidgidate,गिड़गिड़ाते,गिद्गिदेट
ginate,गिनते,गिनते
ginte,गिनते,गिनते
girkar,गिरकर,गिरकार
girijaghar,गिरजाघर,गिरजाघर
girjaghar,गिरजाघर,गिरजाघर
girijagharon,गिरजाघरों,गिरजाघरों
girjagharon,गिरजाघरों,गिरजाघरों
